"","Close","Date"
"129",2712.919922,"2018-03-19"
"130",2716.939941,"2018-03-20"
"131",2711.929932,"2018-03-21"
"132",2643.689941,"2018-03-22"
"133",2588.26001,"2018-03-23"
"134",2658.550049,"2018-03-26"
"135",2612.620117,"2018-03-27"
"136",2605,"2018-03-28"
"137",2640.870117,"2018-03-29"
"138",2581.879883,"2018-04-02"
"139",2614.449951,"2018-04-03"
"140",2644.689941,"2018-04-04"
"141",2662.840088,"2018-04-05"
"142",2604.469971,"2018-04-06"
"143",2613.159912,"2018-04-09"
"144",2656.870117,"2018-04-10"
"145",2642.189941,"2018-04-11"
"146",2663.98999,"2018-04-12"
"147",2656.300049,"2018-04-13"
"148",2677.840088,"2018-04-16"
"149",2706.389893,"2018-04-17"
"150",2708.639893,"2018-04-18"
"151",2693.129883,"2018-04-19"
"152",2670.139893,"2018-04-20"
"153",2670.290039,"2018-04-23"
"154",2634.560059,"2018-04-24"
"155",2639.399902,"2018-04-25"
"156",2666.939941,"2018-04-26"
"157",2669.909912,"2018-04-27"
"158",2648.050049,"2018-04-30"
"159",2654.800049,"2018-05-01"
"160",2635.669922,"2018-05-02"
"161",2629.72998,"2018-05-03"
"162",2663.419922,"2018-05-04"
"163",2672.629883,"2018-05-07"
"164",2671.919922,"2018-05-08"
"165",2697.790039,"2018-05-09"
"166",2723.070068,"2018-05-10"
"167",2727.719971,"2018-05-11"
"168",2730.129883,"2018-05-14"
"169",2711.449951,"2018-05-15"
"170",2722.459961,"2018-05-16"
"171",2720.129883,"2018-05-17"
"172",2712.969971,"2018-05-18"
"173",2733.01001,"2018-05-21"
"174",2724.439941,"2018-05-22"
"175",2733.290039,"2018-05-23"
"176",2727.76001,"2018-05-24"
"177",2721.330078,"2018-05-25"
"178",2689.860107,"2018-05-29"
"179",2724.01001,"2018-05-30"
"180",2705.27002,"2018-05-31"
"181",2734.620117,"2018-06-01"
"182",2746.870117,"2018-06-04"
"183",2748.800049,"2018-06-05"
"184",2772.350098,"2018-06-06"
"185",2770.370117,"2018-06-07"
"186",2779.030029,"2018-06-08"
"187",2782,"2018-06-11"
"188",2786.850098,"2018-06-12"
"189",2775.629883,"2018-06-13"
"190",2782.48999,"2018-06-14"
"191",2779.659912,"2018-06-15"
"192",2773.75,"2018-06-18"
"193",2762.590088,"2018-06-19"
"194",2767.320068,"2018-06-20"
"195",2749.76001,"2018-06-21"
"196",2754.879883,"2018-06-22"
"197",2717.070068,"2018-06-25"
"198",2723.060059,"2018-06-26"
"199",2699.629883,"2018-06-27"
"200",2716.310059,"2018-06-28"
"201",2718.370117,"2018-06-29"
"202",2726.709961,"2018-07-02"
"203",2713.219971,"2018-07-03"
"204",2736.610107,"2018-07-05"
"205",2759.820068,"2018-07-06"
"206",2784.169922,"2018-07-09"
"207",2793.840088,"2018-07-10"
"208",2774.02002,"2018-07-11"
"209",2798.290039,"2018-07-12"
"210",2801.310059,"2018-07-13"
"211",2798.429932,"2018-07-16"
"212",2809.550049,"2018-07-17"
"213",2815.620117,"2018-07-18"
"214",2804.48999,"2018-07-19"
"215",2801.830078,"2018-07-20"
"216",2806.97998,"2018-07-23"
"217",2820.399902,"2018-07-24"
"218",2846.070068,"2018-07-25"
"219",2837.439941,"2018-07-26"
"220",2818.820068,"2018-07-27"
"221",2802.600098,"2018-07-30"
"222",2816.290039,"2018-07-31"
"223",2813.360107,"2018-08-01"
"224",2827.219971,"2018-08-02"
"225",2840.350098,"2018-08-03"
"226",2850.399902,"2018-08-06"
"227",2858.449951,"2018-08-07"
"228",2857.699951,"2018-08-08"
"229",2853.580078,"2018-08-09"
"230",2833.280029,"2018-08-10"
"231",2821.929932,"2018-08-13"
"232",2839.959961,"2018-08-14"
"233",2818.370117,"2018-08-15"
"234",2840.689941,"2018-08-16"
"235",2850.129883,"2018-08-17"
"236",2857.050049,"2018-08-20"
"237",2862.959961,"2018-08-21"
"238",2861.820068,"2018-08-22"
"239",2856.97998,"2018-08-23"
"240",2874.689941,"2018-08-24"
"241",2896.73999,"2018-08-27"
"242",2897.52002,"2018-08-28"
"243",2914.040039,"2018-08-29"
"244",2901.129883,"2018-08-30"
"245",2901.52002,"2018-08-31"
"246",2896.719971,"2018-09-04"
"247",2888.600098,"2018-09-05"
"248",2878.050049,"2018-09-06"
"249",2871.679932,"2018-09-07"
"250",2877.129883,"2018-09-10"
"251",2887.889893,"2018-09-11"
"252",2888.919922,"2018-09-12"
"253",2904.179932,"2018-09-13"
"254",2904.97998,"2018-09-14"
"255",2888.800049,"2018-09-17"
"256",2904.310059,"2018-09-18"
"257",2907.949951,"2018-09-19"
"258",2930.75,"2018-09-20"
"259",2929.669922,"2018-09-21"
"260",2919.370117,"2018-09-24"
"261",2915.560059,"2018-09-25"
"262",2905.969971,"2018-09-26"
"263",2914,"2018-09-27"
"264",2913.97998,"2018-09-28"
"265",2924.590088,"2018-10-01"
"266",2923.429932,"2018-10-02"
"267",2925.51001,"2018-10-03"
"268",2901.610107,"2018-10-04"
"269",2885.570068,"2018-10-05"
"270",2884.429932,"2018-10-08"
"271",2880.340088,"2018-10-09"
"272",2785.679932,"2018-10-10"
"273",2728.370117,"2018-10-11"
"274",2767.129883,"2018-10-12"
"275",2750.790039,"2018-10-15"
"276",2809.919922,"2018-10-16"
"277",2809.209961,"2018-10-17"
"278",2768.780029,"2018-10-18"
"279",2767.780029,"2018-10-19"
"280",2755.879883,"2018-10-22"
"281",2740.689941,"2018-10-23"
"282",2656.100098,"2018-10-24"
"283",2705.570068,"2018-10-25"
"284",2658.689941,"2018-10-26"
"285",2641.25,"2018-10-29"
"286",2682.629883,"2018-10-30"
"287",2711.73999,"2018-10-31"
"288",2740.370117,"2018-11-01"
"289",2723.060059,"2018-11-02"
"290",2738.310059,"2018-11-05"
"291",2755.449951,"2018-11-06"
"292",2813.889893,"2018-11-07"
"293",2806.830078,"2018-11-08"
"294",2781.01001,"2018-11-09"
"295",2726.219971,"2018-11-12"
"296",2722.179932,"2018-11-13"
"297",2701.580078,"2018-11-14"
"298",2730.199951,"2018-11-15"
"299",2736.27002,"2018-11-16"
"300",2690.72998,"2018-11-19"
"301",2641.889893,"2018-11-20"
"302",2649.929932,"2018-11-21"
"303",2632.560059,"2018-11-23"
"304",2673.449951,"2018-11-26"
"305",2682.169922,"2018-11-27"
"306",2743.790039,"2018-11-28"
"307",2737.800049,"2018-11-29"
"308",2760.169922,"2018-11-30"
"309",2790.370117,"2018-12-03"
"310",2700.060059,"2018-12-04"
"311",2695.949951,"2018-12-06"
"312",2633.080078,"2018-12-07"
"313",2637.719971,"2018-12-10"
"314",2636.780029,"2018-12-11"
"315",2651.070068,"2018-12-12"
"316",2650.540039,"2018-12-13"
"317",2599.949951,"2018-12-14"
"318",2545.939941,"2018-12-17"
"319",2546.159912,"2018-12-18"
"320",2506.959961,"2018-12-19"
"321",2467.419922,"2018-12-20"
"322",2416.620117,"2018-12-21"
"323",2351.100098,"2018-12-24"
"324",2467.699951,"2018-12-26"
"325",2488.830078,"2018-12-27"
"326",2485.73999,"2018-12-28"
"327",2506.850098,"2018-12-31"
"328",2510.030029,"2019-01-02"
"329",2447.889893,"2019-01-03"
"330",2531.939941,"2019-01-04"
"331",2549.689941,"2019-01-07"
"332",2574.409912,"2019-01-08"
"333",2584.959961,"2019-01-09"
"334",2596.639893,"2019-01-10"
"335",2596.26001,"2019-01-11"
"336",2582.610107,"2019-01-14"
"337",2610.300049,"2019-01-15"
"338",2616.100098,"2019-01-16"
"339",2635.959961,"2019-01-17"
"340",2670.709961,"2019-01-18"
"341",2632.899902,"2019-01-22"
"342",2638.699951,"2019-01-23"
"343",2642.330078,"2019-01-24"
"344",2664.76001,"2019-01-25"
"345",2643.850098,"2019-01-28"
"346",2640,"2019-01-29"
"347",2681.050049,"2019-01-30"
"348",2704.100098,"2019-01-31"
"349",2706.530029,"2019-02-01"
"350",2724.870117,"2019-02-04"
"351",2737.699951,"2019-02-05"
"352",2731.610107,"2019-02-06"
"353",2706.050049,"2019-02-07"
"354",2707.879883,"2019-02-08"
"355",2709.800049,"2019-02-11"
"356",2744.72998,"2019-02-12"
"357",2753.030029,"2019-02-13"
"358",2745.72998,"2019-02-14"
"359",2775.600098,"2019-02-15"
"360",2779.76001,"2019-02-19"
"361",2784.699951,"2019-02-20"
"362",2774.879883,"2019-02-21"
"363",2792.669922,"2019-02-22"
"364",2796.110107,"2019-02-25"
"365",2793.899902,"2019-02-26"
"366",2792.379883,"2019-02-27"
"367",2784.48999,"2019-02-28"
"368",2803.689941,"2019-03-01"
"369",2792.810059,"2019-03-04"
"370",2789.649902,"2019-03-05"
"371",2771.449951,"2019-03-06"
"372",2748.929932,"2019-03-07"
"373",2743.070068,"2019-03-08"
"374",2783.300049,"2019-03-11"
"375",2791.52002,"2019-03-12"
"376",2810.919922,"2019-03-13"
"377",2808.47998,"2019-03-14"
"378",2822.47998,"2019-03-15"
"379",2832.939941,"2019-03-18"
"380",2832.570068,"2019-03-19"
"381",2824.22998,"2019-03-20"
"382",2854.879883,"2019-03-21"
"383",2800.709961,"2019-03-22"
"384",2798.360107,"2019-03-25"
"385",2818.459961,"2019-03-26"
"386",2805.370117,"2019-03-27"
"387",2815.439941,"2019-03-28"
"388",2834.399902,"2019-03-29"
"389",2867.189941,"2019-04-01"
"390",2867.23999,"2019-04-02"
"391",2873.399902,"2019-04-03"
"392",2879.389893,"2019-04-04"
"393",2892.73999,"2019-04-05"
"394",2895.77002,"2019-04-08"
"395",2878.199951,"2019-04-09"
"396",2888.209961,"2019-04-10"
"397",2888.320068,"2019-04-11"
"398",2907.409912,"2019-04-12"
"399",2905.580078,"2019-04-15"
"400",2907.060059,"2019-04-16"
"401",2900.449951,"2019-04-17"
"402",2905.030029,"2019-04-18"
"403",2907.969971,"2019-04-22"
"404",2933.679932,"2019-04-23"
"405",2927.25,"2019-04-24"
"406",2926.169922,"2019-04-25"
"407",2939.879883,"2019-04-26"
"408",2943.030029,"2019-04-29"
"409",2945.830078,"2019-04-30"
"410",2923.72998,"2019-05-01"
"411",2917.52002,"2019-05-02"
"412",2945.639893,"2019-05-03"
"413",2932.469971,"2019-05-06"
"414",2884.050049,"2019-05-07"
"415",2879.419922,"2019-05-08"
"416",2870.719971,"2019-05-09"
"417",2881.399902,"2019-05-10"
"418",2811.870117,"2019-05-13"
"419",2834.409912,"2019-05-14"
"420",2850.959961,"2019-05-15"
"421",2876.320068,"2019-05-16"
"422",2859.530029,"2019-05-17"
"423",2840.22998,"2019-05-20"
"424",2864.360107,"2019-05-21"
"425",2856.27002,"2019-05-22"
"426",2822.23999,"2019-05-23"
"427",2826.060059,"2019-05-24"
"428",2802.389893,"2019-05-28"
"429",2783.02002,"2019-05-29"
"430",2788.860107,"2019-05-30"
"431",2752.060059,"2019-05-31"
"432",2744.449951,"2019-06-03"
"433",2803.27002,"2019-06-04"
"434",2826.149902,"2019-06-05"
"435",2843.48999,"2019-06-06"
"436",2873.340088,"2019-06-07"
"437",2886.72998,"2019-06-10"
"438",2885.719971,"2019-06-11"
"439",2879.840088,"2019-06-12"
"440",2891.639893,"2019-06-13"
"441",2886.97998,"2019-06-14"
"442",2889.669922,"2019-06-17"
"443",2917.75,"2019-06-18"
"444",2926.459961,"2019-06-19"
"445",2954.179932,"2019-06-20"
"446",2950.459961,"2019-06-21"
"447",2945.350098,"2019-06-24"
"448",2917.379883,"2019-06-25"
"449",2913.780029,"2019-06-26"
"450",2924.919922,"2019-06-27"
"451",2941.76001,"2019-06-28"
"452",2964.330078,"2019-07-01"
"453",2973.01001,"2019-07-02"
"454",2995.820068,"2019-07-03"
"455",2990.409912,"2019-07-05"
"456",2975.949951,"2019-07-08"
"457",2979.629883,"2019-07-09"
"458",2993.070068,"2019-07-10"
"459",2999.909912,"2019-07-11"
"460",3013.77002,"2019-07-12"
"461",3014.300049,"2019-07-15"
"462",3004.040039,"2019-07-16"
"463",2984.419922,"2019-07-17"
"464",2995.110107,"2019-07-18"
"465",2976.610107,"2019-07-19"
"466",2985.030029,"2019-07-22"
"467",3005.469971,"2019-07-23"
"468",3019.560059,"2019-07-24"
"469",3003.669922,"2019-07-25"
"470",3025.860107,"2019-07-26"
"471",3020.969971,"2019-07-29"
"472",3013.179932,"2019-07-30"
"473",2980.379883,"2019-07-31"
"474",2953.560059,"2019-08-01"
"475",2932.050049,"2019-08-02"
"476",2844.73999,"2019-08-05"
"477",2881.77002,"2019-08-06"
"478",2883.97998,"2019-08-07"
"479",2938.090088,"2019-08-08"
"480",2918.649902,"2019-08-09"
"481",2882.699951,"2019-08-12"
"482",2926.320068,"2019-08-13"
"483",2840.600098,"2019-08-14"
"484",2847.600098,"2019-08-15"
"485",2888.679932,"2019-08-16"
"486",2923.649902,"2019-08-19"
"487",2900.51001,"2019-08-20"
"488",2924.429932,"2019-08-21"
"489",2922.949951,"2019-08-22"
"490",2847.110107,"2019-08-23"
"491",2878.379883,"2019-08-26"
"492",2869.159912,"2019-08-27"
"493",2887.939941,"2019-08-28"
"494",2924.580078,"2019-08-29"
"495",2926.459961,"2019-08-30"
"496",2906.27002,"2019-09-03"
"497",2937.780029,"2019-09-04"
"498",2976,"2019-09-05"
"499",2978.709961,"2019-09-06"
"500",2978.429932,"2019-09-09"
"501",2979.389893,"2019-09-10"
"502",3000.929932,"2019-09-11"
"503",3009.570068,"2019-09-12"
"504",3007.389893,"2019-09-13"
"505",2997.959961,"2019-09-16"
"506",3005.699951,"2019-09-17"
"507",3006.72998,"2019-09-18"
"508",3006.790039,"2019-09-19"
"509",2992.070068,"2019-09-20"
"510",2991.780029,"2019-09-23"
"511",2966.600098,"2019-09-24"
"512",2984.870117,"2019-09-25"
"513",2977.620117,"2019-09-26"
"514",2961.790039,"2019-09-27"
"515",2976.73999,"2019-09-30"
"516",2940.25,"2019-10-01"
"517",2887.610107,"2019-10-02"
"518",2910.629883,"2019-10-03"
"519",2952.01001,"2019-10-04"
"520",2938.790039,"2019-10-07"
"521",2893.060059,"2019-10-08"
"522",2919.399902,"2019-10-09"
"523",2938.129883,"2019-10-10"
"524",2970.27002,"2019-10-11"
"525",2966.149902,"2019-10-14"
"526",2995.679932,"2019-10-15"
"527",2989.689941,"2019-10-16"
"528",2997.949951,"2019-10-17"
"529",2986.199951,"2019-10-18"
"530",3006.719971,"2019-10-21"
"531",2995.98999,"2019-10-22"
"532",3004.52002,"2019-10-23"
"533",3010.290039,"2019-10-24"
"534",3022.550049,"2019-10-25"
"535",3039.419922,"2019-10-28"
"536",3036.889893,"2019-10-29"
"537",3046.77002,"2019-10-30"
"538",3037.560059,"2019-10-31"
"539",3066.909912,"2019-11-01"
"540",3078.27002,"2019-11-04"
"541",3074.620117,"2019-11-05"
"542",3076.780029,"2019-11-06"
"543",3085.179932,"2019-11-07"
"544",3093.080078,"2019-11-08"
"545",3087.01001,"2019-11-11"
"546",3091.840088,"2019-11-12"
"547",3094.040039,"2019-11-13"
"548",3096.629883,"2019-11-14"
"549",3120.459961,"2019-11-15"
"550",3122.030029,"2019-11-18"
"551",3120.179932,"2019-11-19"
"552",3108.459961,"2019-11-20"
"553",3103.540039,"2019-11-21"
"554",3110.290039,"2019-11-22"
"555",3133.639893,"2019-11-25"
"556",3140.52002,"2019-11-26"
"557",3153.629883,"2019-11-27"
"558",3140.97998,"2019-11-29"
"559",3113.870117,"2019-12-02"
"560",3093.199951,"2019-12-03"
"561",3112.76001,"2019-12-04"
"562",3117.429932,"2019-12-05"
"563",3145.909912,"2019-12-06"
"564",3135.959961,"2019-12-09"
"565",3132.52002,"2019-12-10"
"566",3141.629883,"2019-12-11"
"567",3168.570068,"2019-12-12"
"568",3168.800049,"2019-12-13"
"569",3191.449951,"2019-12-16"
"570",3192.52002,"2019-12-17"
"571",3191.139893,"2019-12-18"
"572",3205.370117,"2019-12-19"
"573",3221.219971,"2019-12-20"
"574",3224.01001,"2019-12-23"
"575",3223.379883,"2019-12-24"
"576",3239.909912,"2019-12-26"
"577",3240.02002,"2019-12-27"
"578",3221.290039,"2019-12-30"
"579",3230.780029,"2019-12-31"
"580",3257.850098,"2020-01-02"
"581",3234.850098,"2020-01-03"
"582",3246.280029,"2020-01-06"
"583",3237.179932,"2020-01-07"
"584",3253.050049,"2020-01-08"
"585",3274.699951,"2020-01-09"
"586",3265.350098,"2020-01-10"
"587",3288.129883,"2020-01-13"
"588",3283.149902,"2020-01-14"
"589",3289.290039,"2020-01-15"
"590",3316.810059,"2020-01-16"
"591",3329.620117,"2020-01-17"
"592",3320.790039,"2020-01-21"
"593",3321.75,"2020-01-22"
"594",3325.540039,"2020-01-23"
"595",3295.469971,"2020-01-24"
"596",3243.629883,"2020-01-27"
"597",3276.23999,"2020-01-28"
"598",3273.399902,"2020-01-29"
"599",3283.659912,"2020-01-30"
"600",3225.52002,"2020-01-31"
"601",3248.919922,"2020-02-03"
"602",3297.590088,"2020-02-04"
"603",3334.689941,"2020-02-05"
"604",3345.780029,"2020-02-06"
"605",3327.709961,"2020-02-07"
"606",3352.090088,"2020-02-10"
"607",3357.75,"2020-02-11"
"608",3379.449951,"2020-02-12"
"609",3373.939941,"2020-02-13"
"610",3380.159912,"2020-02-14"
"611",3370.290039,"2020-02-18"
"612",3386.149902,"2020-02-19"
"613",3373.22998,"2020-02-20"
"614",3337.75,"2020-02-21"
"615",3225.889893,"2020-02-24"
"616",3128.209961,"2020-02-25"
"617",3116.389893,"2020-02-26"
"618",2978.76001,"2020-02-27"
"619",2954.219971,"2020-02-28"
"620",3090.22998,"2020-03-02"
"621",3003.370117,"2020-03-03"
"622",3130.120117,"2020-03-04"
"623",3023.939941,"2020-03-05"
"624",2972.370117,"2020-03-06"
"625",2746.560059,"2020-03-09"
"626",2882.22998,"2020-03-10"
"627",2741.379883,"2020-03-11"
"628",2480.639893,"2020-03-12"
"629",2711.02002,"2020-03-13"
"630",2386.129883,"2020-03-16"
"631",2529.189941,"2020-03-17"
"632",2398.100098,"2020-03-18"
"633",2409.389893,"2020-03-19"
"634",2304.919922,"2020-03-20"
"635",2237.399902,"2020-03-23"
"636",2447.330078,"2020-03-24"
"637",2475.560059,"2020-03-25"
"638",2630.070068,"2020-03-26"
"639",2541.469971,"2020-03-27"
"640",2626.649902,"2020-03-30"
"641",2584.590088,"2020-03-31"
"642",2470.5,"2020-04-01"
"643",2526.899902,"2020-04-02"
"644",2488.649902,"2020-04-03"
"645",2663.679932,"2020-04-06"
"646",2659.409912,"2020-04-07"
"647",2749.97998,"2020-04-08"
"648",2789.820068,"2020-04-09"
"649",2761.629883,"2020-04-13"
"650",2846.060059,"2020-04-14"
"651",2783.360107,"2020-04-15"
"652",2799.550049,"2020-04-16"
"653",2874.560059,"2020-04-17"
"654",2823.159912,"2020-04-20"
"655",2736.560059,"2020-04-21"
"656",2799.310059,"2020-04-22"
"657",2797.800049,"2020-04-23"
"658",2836.73999,"2020-04-24"
"659",2878.47998,"2020-04-27"
"660",2863.389893,"2020-04-28"
"661",2939.51001,"2020-04-29"
"662",2912.429932,"2020-04-30"
"663",2830.709961,"2020-05-01"
"664",2842.73999,"2020-05-04"
"665",2868.439941,"2020-05-05"
"666",2848.419922,"2020-05-06"
"667",2881.189941,"2020-05-07"
"668",2929.800049,"2020-05-08"
"669",2930.189941,"2020-05-11"
"670",2870.120117,"2020-05-12"
"671",2820,"2020-05-13"
"672",2852.5,"2020-05-14"
"673",2863.699951,"2020-05-15"
"674",2953.909912,"2020-05-18"
"675",2922.939941,"2020-05-19"
"676",2971.610107,"2020-05-20"
"677",2948.51001,"2020-05-21"
"678",2955.449951,"2020-05-22"
"679",2991.77002,"2020-05-26"
"680",3036.129883,"2020-05-27"
"681",3029.72998,"2020-05-28"
"682",3044.310059,"2020-05-29"
"683",3055.72998,"2020-06-01"
"684",3080.820068,"2020-06-02"
"685",3122.870117,"2020-06-03"
"686",3112.350098,"2020-06-04"
"687",3193.929932,"2020-06-05"
"688",3232.389893,"2020-06-08"
"689",3207.179932,"2020-06-09"
"690",3190.139893,"2020-06-10"
"691",3002.100098,"2020-06-11"
"692",3041.310059,"2020-06-12"
"693",3066.590088,"2020-06-15"
"694",3124.73999,"2020-06-16"
"695",3113.48999,"2020-06-17"
"696",3115.340088,"2020-06-18"
"697",3097.73999,"2020-06-19"
"698",3117.860107,"2020-06-22"
"699",3131.290039,"2020-06-23"
"700",3050.330078,"2020-06-24"
"701",3083.76001,"2020-06-25"
"702",3009.050049,"2020-06-26"
"703",3053.23999,"2020-06-29"
"704",3100.290039,"2020-06-30"
"705",3115.860107,"2020-07-01"
"706",3130.01001,"2020-07-02"
"707",3179.719971,"2020-07-06"
"708",3145.320068,"2020-07-07"
"709",3169.939941,"2020-07-08"
"710",3152.050049,"2020-07-09"
"711",3185.040039,"2020-07-10"
"712",3155.219971,"2020-07-13"
"713",3197.52002,"2020-07-14"
"714",3226.560059,"2020-07-15"
"715",3215.570068,"2020-07-16"
"716",3224.72998,"2020-07-17"
"717",3251.840088,"2020-07-20"
"718",3257.300049,"2020-07-21"
"719",3276.02002,"2020-07-22"
"720",3235.659912,"2020-07-23"
"721",3215.629883,"2020-07-24"
"722",3239.409912,"2020-07-27"
"723",3218.439941,"2020-07-28"
"724",3258.439941,"2020-07-29"
"725",3246.219971,"2020-07-30"
"726",3271.120117,"2020-07-31"
"727",3294.610107,"2020-08-03"
"728",3306.51001,"2020-08-04"
"729",3327.77002,"2020-08-05"
"730",3349.159912,"2020-08-06"
"731",3351.280029,"2020-08-07"
"732",3360.469971,"2020-08-10"
"733",3333.689941,"2020-08-11"
"734",3380.350098,"2020-08-12"
"735",3373.429932,"2020-08-13"
"736",3372.850098,"2020-08-14"
"737",3381.98999,"2020-08-17"
"738",3389.780029,"2020-08-18"
"739",3374.850098,"2020-08-19"
"740",3385.51001,"2020-08-20"
"741",3397.159912,"2020-08-21"
"742",3431.280029,"2020-08-24"
"743",3443.620117,"2020-08-25"
"744",3478.72998,"2020-08-26"
"745",3484.550049,"2020-08-27"
"746",3508.01001,"2020-08-28"
"747",3500.310059,"2020-08-31"
"748",3526.649902,"2020-09-01"
"749",3580.840088,"2020-09-02"
"750",3455.060059,"2020-09-03"
"751",3426.959961,"2020-09-04"
"752",3331.840088,"2020-09-08"
"753",3398.959961,"2020-09-09"
"754",3339.189941,"2020-09-10"
"755",3340.969971,"2020-09-11"
"756",3383.540039,"2020-09-14"
"757",3401.199951,"2020-09-15"
"758",3385.48999,"2020-09-16"
"759",3357.01001,"2020-09-17"
"760",3319.469971,"2020-09-18"
"761",3281.060059,"2020-09-21"
"762",3315.570068,"2020-09-22"
"763",3236.919922,"2020-09-23"
"764",3246.590088,"2020-09-24"
"765",3298.459961,"2020-09-25"
"766",3351.600098,"2020-09-28"
"767",3335.469971,"2020-09-29"
"768",3363,"2020-09-30"
"769",3380.800049,"2020-10-01"
"770",3348.419922,"2020-10-02"
"771",3408.600098,"2020-10-05"
"772",3360.969971,"2020-10-06"
"773",3419.439941,"2020-10-07"
"774",3446.830078,"2020-10-08"
"775",3477.139893,"2020-10-09"
"776",3534.219971,"2020-10-12"
"777",3511.929932,"2020-10-13"
"778",3488.669922,"2020-10-14"
"779",3483.340088,"2020-10-15"
